"lesson","concept","skill","objective","before_templates","after_templates","before_dedicated","after_dedicated","before_quick","after_quick","after_reused","recognition","production","reasoning","authored","variants","generators","interaction","input","grading","activation","single_fixed","baseline_library_lessons"
"probability-statistics-continuous-random-variables","probability-statistics-continuous-random-variables-uniform-models-and-interval-conditioning","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-continuous-random-variables-uniform-models-and-interval-conditioning","true","probability-statistics-continuous-random-variables"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","compute","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","justify","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-complements-collisions-and-counting-arguments","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","compute","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","justify","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-count-stages-and-identify-the-sampling-rule","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","compute","","9","9","0","0","0","0","9","0","9","0","0","0","0","low","math-text","structured","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","compute","probability-statistics-counting-finite-probability-ordered-selections-and-factorials-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","justify","probability-statistics-counting-finite-probability-ordered-selections-and-factorials-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-counting-finite-probability-ordered-selections-and-factorials","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","compute","probability-statistics-counting-finite-probability-unordered-selections-and-combinations-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-unordered-selections-and-combinations","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","compute","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","false","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","justify","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","true","probability-statistics-counting-finite-probability"
"probability-statistics-counting-finite-probability","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-counting-finite-probability-use-compatible-numerator-and-denominator-counts","true","probability-statistics-counting-finite-probability"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","compute","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-collect-means-and-covariances-into-vectors-and-matrices","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","compute","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-correlation-standardizes-covariance-but-does-not-describe-all-dependence","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","compute","","6","6","0","0","0","0","6","0","6","0","0","0","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","compute","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","interpret","","2","2","0","0","2","2","2","2","0","0","0","0","0","low","tap","structured","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-covariance-correlation-random-vectors-covariance-geometry-validity-and-redundant-features","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","compute","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-covariance-measures-centered-co-variation","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","compute","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","false","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-covariance-correlation-random-vectors","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-covariance-correlation-random-vectors-variance-of-a-combination-includes-cross-terms","true","probability-statistics-covariance-correlation-random-vectors"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","compute","","3","3","0","0","0","0","3","0","3","0","0","0","0","low","math-text","structured","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","compute","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","interpret","","4","4","0","0","4","4","4","0","4","0","0","0","0","low","short-text","structured","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","interpret","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population-interpret-production","1","1","1","1","1","1","0","0","1","0","0","0","0","low","short-text","structured","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-connect-the-sampling-design-to-the-target-population","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","compute","","3","3","0","0","0","0","3","0","3","0","0","0","0","low","math-text","structured","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","compute","probability-statistics-data-samples-study-design-define-the-population-observation-and-question-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","interpret","","4","4","0","0","4","4","4","0","4","0","0","0","0","low","short-text","structured","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","interpret","probability-statistics-data-samples-study-design-define-the-population-observation-and-question-interpret-production","1","1","1","1","1","1","0","0","1","0","0","0","0","low","short-text","structured","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-define-the-population-observation-and-question","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","compute","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-describe-spread-and-distinguish-empirical-from-model-variation","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","compute","","3","3","0","0","0","0","3","0","3","0","0","0","0","low","math-text","structured","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","compute","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence-compute-production","1","1","1","1","0","0","0","0","1","0","0","0","0","low","math-text","structured","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","construct","","1","1","0","0","0","0","1","0","1","0","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","interpret","","2","2","0","0","2","2","2","0","2","0","0","0","0","low","short-text","structured","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","interpret","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence-interpret-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","justify","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-data-samples-study-design-separate-random-error-systematic-bias-and-causal-evidence","true","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","compute","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","false","probability-statistics-data-samples-study-design"
"probability-statistics-data-samples-study-design","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-data-samples-study-design-summarize-location-without-hiding-the-data","true","probability-statistics-data-samples-study-design"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","compute","","6","6","0","0","0","0","6","0","6","0","0","0","0","low","math-text","structured","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","compute","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","interpret","","2","2","0","0","2","2","2","2","0","0","0","0","0","low","tap","structured","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","justify","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-a-random-variable-records-a-numerical-feature","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","false","probability-statistics-discrete-random-variables"
